Domain,Topic,Skill,Sub-skill
Numbers,Concepts in integers,Understanding integers,recognizing integers opposite in sign on a number line
Numbers,Concepts in integers,Understanding integers,recognizing pairs of integers as ordered pairs that indicate locations in quadrants
Numbers,Concepts in integers,Understanding integers,Representing integers on a horizontal or vertical number line diagram
Numbers,Concepts in integers,Understanding integers,Representing pairs of integers on a number plane
Numbers,Concepts in integers,Understanding integers,Solving mathematical and real-world problems by graphing integer points in all four quadrants of the coordinate plane
Numbers,Concepts in integers,Comparing and ordering integers,Comparing integers (with and without number lines)
Numbers,Concepts in integers,Comparing and ordering integers,Interpreting statements of inequality as statements about the relative positions of two integers on a number line
Numbers,Concepts in integers,Comparing and ordering integers,Ordering integers (including real-world contexts)
Numbers,Operations on integers,Adding and subtracting integers,Describing situations in which opposite quantities combine to make zero
Numbers,Operations on integers,Adding and subtracting integers,Adding two or more integers (including interpreting sums in real-world contexts)
Numbers,Operations on integers,Adding and subtracting integers,Understanding the concept of additive inverses in the context of integers
Numbers,Operations on integers,Adding and subtracting integers,Understanding the representation of p + q on a number line where p and q are integers
Numbers,Operations on integers,Adding and subtracting integers,Subtracting two or more integers (including interpreting differences in real-world contexts)
Numbers,Operations on integers,Adding and subtracting integers,Calculating the distance between two integers as the absolute value of their difference (including interpreting differences in real-world contexts)
Numbers,Operations on integers,Adding and subtracting integers,Applying properties of operations as strategies to add and subtract integers
Numbers,Operations on integers,Multiplying and dividing integers,Applying prior understanding of properties of multiplication to multiply integers (including interpreting products in real-world contexts)
Numbers,Operations on integers,Multiplying and dividing integers,Applying prior understanding of properties of division to divide integers (including interpreting quotients in real-world contexts)
Numbers,Operations on integers,Multiplying and dividing integers,Applying properties of operations as strategies to multiply and divide integers
Numbers,Operations on integers,Applying operations on integers to solve mathematical and real-world problems,Solving problems involving multiple operations on integers
Numbers,Concepts in rational numbers,Understanding rational numbers,recognizing rational numbers opposite in sign on a number line
Numbers,Concepts in rational numbers,Understanding rational numbers,recognizing pairs of rational numbers as ordered pairs that indicate locations in quadrants
Numbers,Concepts in rational numbers,Understanding rational numbers,Representing rational numbers on a horizontal or vertical number line diagram
Numbers,Concepts in rational numbers,Understanding rational numbers,Representing pairs of rational numbers on a number plane
Numbers,Concepts in rational numbers,Understanding rational numbers,Solving mathematical and real-world problems by graphing points with rational number coordinates in all four quadrants of the coordinate plane
Numbers,Concepts in rational numbers,Comparing and ordering rational numbers,Comparing rational numbers (with and without number lines)
Numbers,Concepts in rational numbers,Comparing and ordering rational numbers,Interpreting statements of inequality as statements about the relative positions of two rational numbers on a number line
Numbers,Concepts in rational numbers,Comparing and ordering rational numbers,Ordering rational numbers (including real-world contexts)
Numbers,Concepts in rational numbers,Comparing and ordering rational numbers,Understanding and applying the meaning of the absolute value of a rational number (including real-world contexts)
